Timestamp, COUNTER, INTERPOLATED, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, RAW_CQ, MARKER_HARDWARE, MARKERS
1649066938.6402, 22, 0, 4131.667, 4129.231, 4132.949, 4136.795, 4135, 4131.154, 4127.436, 4134.872, 4135.769, 4136.795, 4185.897, 4902.308, 4136.667, 4137.051, 0, 0, []
1649066938.6481, 23, 0, 4129.487, 4128.974, 4131.154, 4136.538, 4133.974, 4131.282, 4131.026, 4135.256, 4136.538, 4138.846, 4186.154, 4899.872, 4137.692, 4136.923, 0, 0, []
1649066938.6559, 24, 0, 4129.359, 4130.385, 4135.128, 4135.641, 4134.615, 4131.154, 4134.359, 4135.385, 4138.077, 4141.154, 4186.41, 4901.154, 4135.641, 4141.538, 0, 0, []
1649066938.6637, 25, 0, 4133.077, 4134.103, 4133.846, 4135.641, 4134.487, 4129.231, 4130.897, 4134.359, 4136.026, 4138.59, 4185, 4901.538, 4137.692, 4142.051, 0, 0, []
1649066938.6715, 26, 0, 4132.051, 4130.128, 4132.308, 4136.282, 4134.487, 4127.308, 4127.179, 4135.385, 4134.487, 4136.795, 4184.615, 4901.538, 4134.744, 4138.333, 0, 0, []
1649066938.6794, 27, 0, 4131.538, 4130, 4135.128, 4135.513, 4134.487, 4129.872, 4128.718, 4136.795, 4136.795, 4138.333, 4186.923, 4902.308, 4133.205, 4143.718, 0, 0, []
1649066938.6872, 28, 0, 4134.231, 4133.077, 4135.769, 4134.231, 4134.487, 4131.538, 4133.974, 4136.538, 4137.051, 4138.462, 4186.538, 4903.205, 4136.026, 4143.718, 0, 0, []
1649066938.6952, 29, 0, 4134.103, 4130.128, 4135.256, 4135.641, 4134.487, 4129.487, 4133.718, 4136.282, 4135.513, 4137.692, 4185, 4902.821, 4133.205, 4136.026, 0, 0, []
1649066938.703, 30, 0, 4134.615, 4132.821, 4132.821, 4135.897, 4134.487, 4129.615, 4130, 4136.538, 4136.667, 4139.872, 4186.282, 4900, 4133.59, 4139.359, 0, 0, []
1649066938.711, 31, 0, 4134.872, 4133.846, 4133.462, 4131.795, 4134.487, 4130.513, 4134.359, 4136.41, 4138.462, 4140.897, 4187.051, 4899.103, 4134.231, 4140.641, 0, 0, []
1649066938.7189, 32, 0, 4132.564, 4130.513, 4133.718, 4131.795, 4134.487, 4131.026, 4133.59, 4136.41, 4137.308, 4137.051, 4185.385, 4901.154, 4132.692, 4137.564, 0, 0, []
1649066938.7269, 33, 0, 4130.128, 4132.949, 4131.538, 4136.667, 4134.487, 4129.103, 4129.872, 4135.641, 4135.641, 4135.897, 4184.744, 4903.59, 4134.231, 4139.103, 0, 0, []
1649066938.7348, 34, 0, 4130, 4135.385, 4132.179, 4137.692, 4134.487, 4128.846, 4134.231, 4132.692, 4136.154, 4140.641, 4184.872, 4903.462, 4134.103, 4140.385, 0, 0, []
1649066938.7425, 35, 0, 4131.923, 4133.462, 4133.077, 4135.256, 4134.487, 4131.923, 4134.744, 4132.308, 4137.564, 4141.795, 4184.872, 4900, 4136.282, 4140.641, 0, 0, []
1649066938.7505, 36, 0, 4132.051, 4130.513, 4134.872, 4136.538, 4134.487, 4130.769, 4132.436, 4135.897, 4137.692, 4136.923, 4185.256, 4898.077, 4135.256, 4138.846, 0, 0, []
1649066938.7584, 37, 0, 4132.821, 4132.692, 4130.641, 4136.538, 4134.487, 4130.256, 4133.846, 4137.308, 4137.308, 4136.282, 4184.744, 4900.256, 4134.744, 4138.59, 0, 0, []
1649066938.7664, 38, 0, 4133.205, 4133.59, 4128.718, 4134.872, 4134.487, 4130.769, 4134.615, 4135.128, 4135.769, 4139.231, 4185.769, 4904.103, 4136.41, 4139.744, 0, 0, []
1649066938.7743, 39, 0, 4133.59, 4133.205, 4137.692, 4136.41, 4134.487, 4130.641, 4134.103, 4133.846, 4134.103, 4138.974, 4185.897, 4903.462, 4132.308, 4138.718, 0, 0, []
1649066938.7822, 40, 0, 4137.308, 4134.872, 4137.179, 4136.154, 4134.487, 4131.538, 4133.077, 4135.385, 4135, 4137.692, 4183.205, 4901.41, 4132.949, 4141.538, 0, 0, []
1649066938.7901, 41, 0, 4136.026, 4131.026, 4132.308, 4134.872, 4134.231, 4129.103, 4132.564, 4136.026, 4136.923, 4137.949, 4188.59, 4901.667, 4135.641, 4140.128, 0, 0, []
1649066938.7981, 42, 0, 4132.564, 4132.564, 4136.154, 4135.385, 4134.615, 4129.872, 4133.718, 4134.359, 4137.051, 4138.205, 4192.821, 4899.872, 4136.795, 4137.179, 0, 0, []
1649066938.806, 43, 0, 4132.564, 4133.974, 4135.897, 4135.769, 4135.385, 4131.154, 4130.513, 4134.487, 4136.538, 4137.436, 4186.667, 4900.385, 4135, 4140.641, 0, 0, []
1649066938.814, 44, 0, 4131.41, 4128.718, 4132.821, 4135.769, 4135.385, 4130.385, 4127.436, 4135.641, 4136.667, 4137.051, 4183.718, 4905.385, 4131.282, 4141.282, 0, 0, []
1649066938.8218, 45, 0, 4133.462, 4129.103, 4132.308, 4135.641, 4135.385, 4130.641, 4130.641, 4135.128, 4137.051, 4137.949, 4185.641, 4901.154, 4136.282, 4142.051, 0, 0, []
1649066938.8298, 46, 0, 4134.359, 4129.231, 4133.974, 4135.641, 4135.897, 4128.59, 4131.538, 4135.897, 4136.154, 4138.333, 4188.974, 4896.923, 4136.41, 4140, 0, 0, []
1649066938.8377, 47, 0, 4133.077, 4130.256, 4135.128, 4135.256, 4136.538, 4128.59, 4131.282, 4136.923, 4135.769, 4138.077, 4192.692, 4901.41, 4131.923, 4138.333, 0, 0, []
1649066938.8457, 48, 0, 4133.462, 4136.026, 4134.487, 4135.385, 4136.154, 4130.513, 4130.513, 4134.615, 4136.795, 4138.333, 4189.615, 4902.949, 4134.487, 4140.641, 0, 0, []
1649066938.8536, 49, 0, 4131.026, 4132.821, 4133.718, 4136.154, 4134.615, 4129.744, 4129.615, 4133.59, 4136.026, 4137.821, 4183.333, 4900.641, 4135.641, 4137.308, 0, 0, []
1649066938.8615, 50, 0, 4133.205, 4129.872, 4131.41, 4136.282, 4134.872, 4128.59, 4129.744, 4136.026, 4135.513, 4137.821, 4185.641, 4899.487, 4134.744, 4136.795, 0, 0, []
1649066938.8694, 51, 0, 4136.923, 4133.718, 4134.103, 4136.026, 4135.897, 4130.256, 4128.205, 4136.538, 4137.821, 4139.103, 4187.949, 4901.41, 4131.795, 4138.974, 0, 0, []
1649066938.8774, 52, 0, 4133.077, 4133.846, 4134.359, 4136.154, 4135.256, 4133.077, 4128.077, 4134.872, 4137.436, 4138.205, 4184.872, 4904.103, 4132.564, 4138.974, 0, 0, []
1649066938.8853, 53, 0, 4131.026, 4129.231, 4129.744, 4136.282, 4133.846, 4131.154, 4128.846, 4134.872, 4135, 4137.692, 4185.769, 4902.949, 4137.949, 4139.359, 0, 0, []
1649066938.8931, 54, 0, 4135, 4126.795, 4134.103, 4136.154, 4133.974, 4128.462, 4127.949, 4135.513, 4135.641, 4139.231, 4187.051, 4900.385, 4132.821, 4139.103, 0, 0, []
1649066938.9009, 55, 0, 4137.949, 4131.923, 4136.026, 4136.538, 4136.538, 4130.897, 4123.59, 4136.154, 4136.538, 4138.59, 4186.154, 4900.256, 4130.513, 4140.385, 0, 0, []
1649066938.9087, 56, 0, 4133.59, 4130.897, 4134.231, 4135.385, 4135.513, 4129.872, 4122.179, 4136.538, 4135.385, 4137.436, 4185.769, 4903.333, 4136.667, 4138.846, 0, 0, []
1649066938.9166, 57, 0, 4131.667, 4126.538, 4135.385, 4134.487, 4132.821, 4127.821, 4126.923, 4136.026, 4136.41, 4138.846, 4184.615, 4903.077, 4136.923, 4136.795, 0, 0, []
1649066938.9244, 58, 0, 4135.641, 4131.923, 4135, 4134.744, 4134.103, 4130.897, 4128.59, 4136.154, 4137.179, 4139.231, 4185, 4901.026, 4136.667, 4140.769, 0, 0, []
1649066938.9323, 59, 0, 4133.333, 4134.359, 4133.333, 4133.333, 4136.026, 4130.513, 4129.615, 4136.667, 4135.256, 4136.282, 4185.128, 4901.795, 4136.154, 4141.154, 0, 0, []
1649066938.94, 60, 0, 4131.538, 4131.538, 4131.154, 4133.333, 4135.769, 4129.487, 4129.487, 4135.769, 4135, 4136.795, 4184.872, 4902.308, 4136.795, 4140, 0, 0, []
1649066938.9479, 61, 0, 4133.846, 4126.795, 4133.462, 4135.769, 4135, 4129.103, 4126.41, 4134.487, 4135.513, 4138.462, 4185, 4905.256, 4136.538, 4139.872, 0, 0, []
1649066938.9557, 62, 0, 4133.846, 4130.385, 4134.615, 4136.41, 4135, 4129.231, 4127.564, 4135.769, 4135.769, 4135.769, 4185, 4907.179, 4131.923, 4138.718, 0, 0, []
1649066938.9636, 63, 0, 4131.026, 4134.615, 4128.846, 4134.872, 4134.231, 4130.769, 4129.231, 4137.692, 4136.282, 4138.077, 4185, 4900.769, 4131.923, 4140.256, 0, 0, []
1649066938.9714, 64, 0, 4128.718, 4128.462, 4131.538, 4135, 4136.026, 4129.231, 4127.564, 4136.923, 4136.154, 4143.59, 4185, 4898.974, 4133.333, 4138.462, 0, 0, []
1649066938.9792, 65, 0, 4132.051, 4130.385, 4135.513, 4135.641, 4137.308, 4130.128, 4127.821, 4135.897, 4136.026, 4141.026, 4185, 4902.436, 4136.154, 4138.333, 0, 0, []
1649066938.987, 66, 0, 4133.205, 4137.179, 4133.718, 4135, 4133.846, 4132.821, 4128.205, 4136.538, 4136.282, 4135.769, 4185, 4899.487, 4136.667, 4139.487, 0, 0, []
1649066938.995, 67, 0, 4129.231, 4133.59, 4133.205, 4135.385, 4132.308, 4131.795, 4127.821, 4136.41, 4136.026, 4136.41, 4185, 4897.179, 4133.846, 4139.359, 0, 0, []
1649066939.0029, 68, 0, 4131.282, 4130, 4131.538, 4135.256, 4135.128, 4130.385, 4126.795, 4136.154, 4136.41, 4136.795, 4185, 4901.795, 4136.667, 4142.436, 0, 0, []
1649066939.0109, 69, 0, 4133.718, 4129.744, 4133.077, 4135.513, 4136.282, 4130.256, 4126.923, 4136.538, 4136.41, 4135.641, 4184.872, 4904.231, 4135.641, 4138.718, 0, 0, []
1649066939.0187, 70, 0, 4133.205, 4131.923, 4135.769, 4137.564, 4134.744, 4130.513, 4128.205, 4135.897, 4135.256, 4137.179, 4184.744, 4901.538, 4133.077, 4135.769, 0, 0, []
1649066939.0267, 71, 0, 4132.821, 4131.41, 4132.949, 4137.051, 4134.359, 4129.359, 4128.974, 4134.615, 4137.308, 4137.179, 4185.513, 4900.256, 4132.692, 4138.718, 0, 0, []
1649066939.0346, 72, 0, 4133.462, 4129.487, 4135.897, 4135.385, 4137.051, 4130, 4129.231, 4134.359, 4138.333, 4136.41, 4184.872, 4903.333, 4130.641, 4139.103, 0, 0, []
1649066939.0424, 73, 0, 4136.41, 4132.179, 4139.359, 4135.128, 4136.026, 4131.538, 4128.846, 4134.487, 4135.769, 4138.718, 4184.103, 4905.385, 4134.487, 4140.128, 0, 0, []
1649066939.0503, 74, 0, 4134.872, 4130, 4136.026, 4133.974, 4131.795, 4129.872, 4132.179, 4134.615, 4135.385, 4140.769, 4187.949, 4901.667, 4136.538, 4138.077, 0, 0, []
1649066939.058, 75, 0, 4133.846, 4126.923, 4131.154, 4133.333, 4132.564, 4131.026, 4132.949, 4135, 4136.538, 4140.385, 4189.744, 4898.59, 4133.077, 4137.821, 0, 0, []
1649066939.0659, 76, 0, 4134.359, 4130.385, 4131.154, 4135.128, 4136.026, 4131.026, 4127.821, 4136.026, 4136.41, 4137.436, 4186.282, 4903.718, 4132.821, 4140.897, 0, 0, []
1649066939.0737, 77, 0, 4131.795, 4134.103, 4135.385, 4137.564, 4135.385, 4129.615, 4129.487, 4136.41, 4136.154, 4133.59, 4185.897, 4906.923, 4134.103, 4138.077, 0, 0, []
1649066939.0817, 78, 0, 4132.051, 4135.897, 4133.59, 4137.436, 4135, 4131.923, 4131.538, 4135.897, 4137.179, 4134.744, 4187.692, 4901.538, 4136.923, 4138.59, 0, 0, []
1649066939.0896, 79, 0, 4133.205, 4131.667, 4134.487, 4133.718, 4133.718, 4129.744, 4127.051, 4134.872, 4137.564, 4138.974, 4186.026, 4899.487, 4135, 4141.154, 0, 0, []
1649066939.0975, 80, 0, 4134.103, 4129.359, 4138.333, 4133.59, 4133.333, 4128.205, 4127.821, 4134.487, 4137.051, 4138.974, 4185.513, 4901.795, 4134.872, 4139.103, 0, 0, []
1649066939.1054, 81, 0, 4133.077, 4132.308, 4137.051, 4136.667, 4133.333, 4129.487, 4130.897, 4134.872, 4136.923, 4136.282, 4187.821, 4901.154, 4138.462, 4138.077, 0, 0, []
1649066939.1134, 82, 0, 4130.128, 4129.359, 4136.154, 4135, 4130.513, 4129.744, 4129.872, 4134.744, 4136.41, 4135.641, 4187.564, 4902.692, 4132.179, 4138.846, 0, 0, []
1649066939.1213, 83, 0, 4133.205, 4129.615, 4134.615, 4131.667, 4129.615, 4130.256, 4128.205, 4134.231, 4136.154, 4137.436, 4187.051, 4901.282, 4131.026, 4140.769, 0, 0, []
1649066939.1293, 84, 0, 4136.026, 4134.103, 4133.59, 4134.231, 4135, 4130.513, 4128.846, 4135.385, 4136.154, 4138.333, 4187.436, 4898.718, 4135.385, 4139.615, 0, 0, []
1649066939.1371, 85, 0, 4133.974, 4134.359, 4133.077, 4137.308, 4137.949, 4130.769, 4128.718, 4135.513, 4136.41, 4135.897, 4187.436, 4901.41, 4134.359, 4141.41, 0, 0, []
1649066939.1451, 86, 0, 4131.026, 4130.128, 4133.846, 4134.744, 4132.821, 4130, 4127.821, 4134.487, 4136.41, 4137.179, 4187.308, 4901.282, 4135, 4142.821, 0, 0, []
1649066939.153, 87, 0, 4128.846, 4126.41, 4134.744, 4132.692, 4130.128, 4129.744, 4128.974, 4135.897, 4136.282, 4143.462, 4187.308, 4897.436, 4132.821, 4138.462, 0, 0, []
1649066939.161, 88, 0, 4132.692, 4133.333, 4130.128, 4134.103, 4133.205, 4132.308, 4128.718, 4136.282, 4136.923, 4142.436, 4187.308, 4898.205, 4131.923, 4141.154, 0, 0, []
1649066939.1689, 89, 0, 4134.872, 4138.462, 4131.538, 4136.41, 4136.026, 4131.154, 4129.359, 4134.615, 4137.051, 4135.513, 4187.308, 4904.359, 4132.949, 4141.154, 0, 0, []
1649066939.1768, 90, 0, 4132.179, 4133.333, 4135, 4137.564, 4135.897, 4131.154, 4131.282, 4135.256, 4136.795, 4135.128, 4187.308, 4905, 4133.333, 4137.051, 0, 0, []
1649066939.1847, 91, 0, 4132.821, 4127.821, 4133.462, 4136.282, 4134.231, 4132.436, 4128.077, 4136.667, 4136.538, 4139.231, 4187.308, 4900.897, 4136.667, 4140, 0, 0, []
1649066939.1925, 92, 0, 4133.974, 4126.923, 4133.333, 4134.487, 4134.615, 4130.256, 4126.538, 4135.641, 4136.154, 4139.231, 4187.308, 4900.256, 4137.821, 4140.256, 0, 0, []
1649066939.2004, 93, 0, 4133.077, 4132.308, 4130.385, 4134.487, 4135.256, 4131.154, 4128.59, 4134.744, 4137.051, 4137.949, 4187.308, 4900.897, 4136.667, 4139.359, 0, 0, []
1649066939.2082, 94, 0, 4131.667, 4130.641, 4130.256, 4135.769, 4133.59, 4132.564, 4130.128, 4134.744, 4137.692, 4136.923, 4187.308, 4902.308, 4134.103, 4139.487, 0, 0, []
1649066939.216, 95, 0, 4133.462, 4128.077, 4133.077, 4136.923, 4130.513, 4130.769, 4127.564, 4136.154, 4137.051, 4134.744, 4187.308, 4904.231, 4133.59, 4138.205, 0, 0, []
1649066939.2238, 96, 0, 4136.154, 4133.205, 4131.667, 4134.744, 4131.667, 4130.897, 4128.333, 4137.179, 4137.821, 4138.718, 4187.308, 4901.154, 4136.538, 4140, 0, 0, []
1649066939.2317, 97, 0, 4132.564, 4132.564, 4133.205, 4133.205, 4136.026, 4132.564, 4136.795, 4136.41, 4138.077, 4143.59, 4187.308, 4898.205, 4134.744, 4139.103, 0, 0, []
1649066939.2395, 98, 0, 4130.769, 4130.128, 4133.718, 4135.641, 4136.538, 4133.462, 4136.282, 4135.769, 4136.538, 4140.256, 4187.308, 4900.385, 4136.154, 4138.974, 0, 0, []
1649066939.2474, 99, 0, 4133.333, 4128.077, 4130.641, 4135.385, 4134.487, 4130.385, 4134.103, 4136.154, 4135.897, 4136.282, 4187.308, 4899.872, 4138.333, 4141.154, 0, 0, []
1649066939.2551, 100, 0, 4133.205, 4128.59, 4132.179, 4133.718, 4133.462, 4130, 4137.308, 4136.026, 4135.641, 4138.205, 4187.308, 4898.205, 4134.872, 4137.692, 0, 0, []
1649066939.263, 101, 0, 4132.179, 4133.333, 4133.974, 4134.359, 4133.205, 4132.564, 4134.744, 4136.667, 4136.026, 4138.077, 4187.308, 4899.744, 4137.179, 4135.897, 0, 0, []
1649066939.2708, 102, 0, 4132.051, 4132.179, 4133.59, 4135, 4135.128, 4130.769, 4131.538, 4136.795, 4137.692, 4135.128, 4187.436, 4900.128, 4134.744, 4138.205, 0, 0, []
1649066939.2787, 103, 0, 4133.718, 4132.564, 4129.103, 4134.615, 4136.41, 4130.769, 4133.205, 4136.026, 4136.795, 4135.128, 4187.308, 4894.744, 4131.026, 4141.923, 0, 0, []
1649066939.2865, 104, 0, 4132.179, 4133.846, 4127.308, 4134.744, 4135.641, 4131.795, 4134.103, 4136.154, 4137.308, 4135.641, 4187.436, 4892.949, 4135, 4141.282, 0, 0, []
1649066939.2943, 105, 0, 4131.667, 4128.974, 4133.846, 4137.051, 4135.769, 4129.744, 4130.897, 4136.282, 4139.231, 4136.282, 4187.692, 4897.821, 4136.282, 4137.179, 0, 0, []
1649066939.3021, 106, 0, 4135.641, 4131.026, 4132.179, 4135.641, 4135.897, 4129.103, 4131.795, 4136.282, 4138.59, 4137.051, 4186.795, 4899.231, 4135.897, 4137.692, 0, 0, []
1649066939.3101, 107, 0, 4133.077, 4134.615, 4127.179, 4132.308, 4135.513, 4131.795, 4138.205, 4136.154, 4138.718, 4137.051, 4185.641, 4897.308, 4133.718, 4138.077, 0, 0, []
1649066939.318, 108, 0, 4131.154, 4132.692, 4129.359, 4134.615, 4135.641, 4133.59, 4137.692, 4135.641, 4138.718, 4138.718, 4185.256, 4895.513, 4134.615, 4141.795, 0, 0, []
1649066939.326, 109, 0, 4134.744, 4132.179, 4126.538, 4133.205, 4135.641, 4131.538, 4134.231, 4136.41, 4137.179, 4139.615, 4186.026, 4894.872, 4137.051, 4142.949, 0, 0, []
1649066939.3338, 110, 0, 4134.487, 4136.026, 4118.974, 4130.385, 4136.026, 4135.641, 4136.795, 4138.974, 4136.282, 4137.821, 4184.615, 4893.462, 4137.949, 4140.769, 0, 0, []
1649066939.3416, 111, 0, 4134.231, 4139.744, 4115.769, 4132.179, 4136.923, 4144.359, 4138.718, 4137.436, 4137.949, 4138.59, 4182.692, 4891.154, 4140.769, 4144.615, 0, 0, []
1649066939.3495, 112, 0, 4134.231, 4139.487, 4114.231, 4128.974, 4136.795, 4147.821, 4140.385, 4138.333, 4141.154, 4141.538, 4186.154, 4886.538, 4138.718, 4143.718, 0, 0, []
1649066939.3573, 113, 0, 4132.821, 4144.487, 4101.026, 4124.487, 4138.462, 4150.897, 4147.564, 4147.308, 4139.487, 4139.615, 4179.359, 4876.667, 4141.154, 4143.846, 0, 0, []
1649066939.3652, 114, 0, 4133.718, 4148.59, 4088.205, 4124.744, 4141.795, 4153.846, 4152.436, 4155, 4141.41, 4137.821, 4166.41, 4873.333, 4147.821, 4148.205, 0, 0, []
1649066939.3729, 115, 0, 4134.615, 4143.077, 4093.077, 4124.487, 4140.769, 4151.282, 4153.718, 4153.205, 4146.154, 4139.359, 4173.205, 4877.436, 4141.795, 4142.436, 0, 0, []
1649066939.3808, 116, 0, 4132.051, 4139.359, 4100.128, 4123.846, 4137.308, 4146.154, 4149.231, 4144.487, 4143.59, 4139.231, 4187.179, 4877.051, 4136.923, 4137.564, 0, 0, []
1649066939.3886, 117, 0, 4130.256, 4136.538, 4103.333, 4125.256, 4135.897, 4140.385, 4140.256, 4137.308, 4138.718, 4137.564, 4185.769, 4876.026, 4135.897, 4138.59, 0, 0, []
1649066939.3966, 118, 0, 4131.923, 4134.615, 4109.359, 4128.077, 4137.692, 4141.282, 4142.308, 4135.769, 4138.59, 4138.205, 4180.385, 4880.641, 4131.538, 4135.385, 0, 0, []
1649066939.4045, 119, 0, 4130.641, 4134.872, 4111.41, 4133.718, 4137.821, 4143.59, 4145.897, 4137.179, 4138.205, 4137.821, 4185.385, 4883.846, 4128.333, 4129.615, 0, 0, []
1649066939.4124, 120, 0, 4127.692, 4131.538, 4110.128, 4136.154, 4136.538, 4140.128, 4142.821, 4136.154, 4135.897, 4136.154, 4185.641, 4883.462, 4123.59, 4125.513, 0, 0, []
1649066939.4203, 121, 0, 4131.282, 4129.872, 4108.974, 4131.282, 4139.744, 4141.795, 4144.487, 4134.744, 4137.436, 4135.897, 4176.154, 4881.667, 4123.974, 4129.103, 0, 0, []
1649066939.4283, 122, 0, 4130, 4130.513, 4112.308, 4133.974, 4141.154, 4144.615, 4154.103, 4137.949, 4137.692, 4137.949, 4177.436, 4881.667, 4124.103, 4131.667, 0, 0, []
1649066939.4362, 123, 0, 4125.385, 4132.564, 4113.59, 4140.256, 4138.333, 4143.974, 4155, 4138.974, 4136.282, 4140.128, 4179.615, 4880.769, 4120.769, 4128.462, 0, 0, []
1649066939.4442, 124, 0, 4128.333, 4135.897, 4110.256, 4133.718, 4138.333, 4145.128, 4149.487, 4138.462, 4137.821, 4139.103, 4174.103, 4877.564, 4122.949, 4128.846, 0, 0, []
1649066939.452, 125, 0, 4129.487, 4134.872, 4111.923, 4131.667, 4139.872, 4146.026, 4153.59, 4143.718, 4137.821, 4136.154, 4176.667, 4881.154, 4122.821, 4130.897, 0, 0, []
1649066939.46, 126, 0, 4129.872, 4133.974, 4114.103, 4134.744, 4138.974, 4145.128, 4152.949, 4145.513, 4137.692, 4137.436, 4186.923, 4884.872, 4122.692, 4132.692, 0, 0, []
1649066939.4679, 127, 0, 4130.513, 4130.513, 4116.667, 4125.641, 4136.923, 4142.949, 4141.667, 4139.615, 4136.41, 4138.333, 4185.128, 4885, 4124.231, 4129.487, 57, 0, []
1649066939.4759, 0, 0, 4129.103, 4129.103, 4120.897, 4123.974, 4139.359, 4142.308, 4142.564, 4136.795, 4136.795, 4136.795, 4178.59, 4885.897, 4122.308, 4127.692, 0, 0, []
1649066939.4838, 1, 0, 4128.077, 4131.538, 4116.795, 4132.051, 4139.615, 4141.282, 4148.462, 4138.846, 4138.333, 4136.41, 4182.564, 4882.692, 4122.436, 4129.744, 0, 0, []
1649066939.4917, 2, 0, 4123.077, 4127.051, 4111.923, 4131.795, 4136.795, 4140.385, 4146.795, 4137.821, 4135.641, 4137.051, 4185.385, 4875.897, 4120.513, 4123.462, 0, 0, []
1649066939.4996, 3, 0, 4120.641, 4125.385, 4107.949, 4127.436, 4140.897, 4141.923, 4145.128, 4129.615, 4134.872, 4137.179, 4177.692, 4871.923, 4119.103, 4121.282, 0, 0, []
1649066939.5074, 4, 0, 4121.282, 4126.923, 4102.949, 4126.41, 4146.923, 4142.821, 4145.769, 4121.667, 4138.462, 4137.179, 4168.077, 4874.487, 4119.231, 4123.59, 0, 0, []
1649066939.5153, 5, 0, 4118.718, 4122.436, 4101.41, 4123.974, 4142.821, 4140.513, 4141.282, 4119.487, 4132.051, 4136.923, 4172.564, 4875.641, 4116.538, 4119.359, 0, 0, []
1649066939.5231, 6, 0, 4114.872, 4120.385, 4104.615, 4122.564, 4133.974, 4136.154, 4131.923, 4116.923, 4120.641, 4137.179, 4186.538, 4872.051, 4116.154, 4116.923, 0, 0, []
1649066939.531, 7, 0, 4116.282, 4119.487, 4113.333, 4122.564, 4135.897, 4131.795, 4124.103, 4112.564, 4125.128, 4136.41, 4184.487, 4878.205, 4114.615, 4118.462, 0, 0, []
1649066939.5387, 8, 0, 4125.769, 4122.692, 4121.026, 4121.282, 4138.974, 4128.333, 4120.385, 4115, 4133.974, 4136.667, 4181.026, 4897.179, 4118.974, 4124.487, 0, 0, []
1649066939.5466, 9, 0, 4133.718, 4128.974, 4135.256, 4130.769, 4130.385, 4121.923, 4116.923, 4121.41, 4133.205, 4138.846, 4195.385, 4915, 4131.41, 4134.103, 0, 0, []
1649066939.5544, 10, 0, 4138.846, 4133.846, 4160.128, 4139.487, 4122.308, 4116.41, 4109.359, 4126.795, 4133.462, 4136.154, 4204.103, 4930.641, 4138.846, 4144.103, 0, 0, []
1649066939.5623, 11, 0, 4142.436, 4136.026, 4176.923, 4135.769, 4118.205, 4115, 4105.513, 4134.872, 4137.051, 4138.974, 4203.718, 4946.41, 4141.795, 4151.538, 0, 0, []
1649066939.5701, 12, 0, 4143.718, 4128.846, 4182.821, 4136.154, 4115.513, 4110.385, 4106.667, 4142.308, 4135, 4149.359, 4213.718, 4950.385, 4140.769, 4149.872, 0, 0, []
1649066939.5779, 13, 0, 4143.718, 4126.41, 4180.256, 4138.205, 4116.667, 4108.846, 4101.41, 4136.154, 4135.385, 4149.103, 4218.077, 4943.462, 4142.821, 4148.718, 0, 0, []
1649066939.5857, 14, 0, 4137.692, 4127.436, 4175.897, 4137.692, 4120.256, 4111.154, 4099.231, 4126.923, 4138.59, 4143.205, 4206.282, 4942.179, 4141.026, 4149.744, 0, 0, []
1649066939.5936, 15, 0, 4134.744, 4124.744, 4174.231, 4137.692, 4119.487, 4112.051, 4104.744, 4131.154, 4135.769, 4143.59, 4199.487, 4938.974, 4135.256, 4146.923, 0, 0, []
1649066939.6014, 16, 0, 4139.359, 4128.077, 4158.077, 4135.385, 4123.718, 4120.385, 4112.949, 4135, 4134.103, 4142.564, 4201.026, 4919.872, 4141.026, 4145.256, 0, 0, []
1649066939.6093, 17, 0, 4136.41, 4129.103, 4138.974, 4135.128, 4135.256, 4128.718, 4120.513, 4130.256, 4135.897, 4136.282, 4201.282, 4904.744, 4142.179, 4141.667, 0, 0, []
1649066939.617, 18, 0, 4132.692, 4130.385, 4134.872, 4137.051, 4138.462, 4132.051, 4124.744, 4130.641, 4137.308, 4135.128, 4198.077, 4904.231, 4137.436, 4142.692, 0, 0, []
1649066939.625, 19, 0, 4135.897, 4133.974, 4133.59, 4135.769, 4134.231, 4132.308, 4123.846, 4137.436, 4139.231, 4140.769, 4188.333, 4903.462, 4140.513, 4146.154, 0, 0, []
1649066939.6329, 20, 0, 4134.231, 4132.436, 4132.821, 4135.769, 4133.462, 4132.179, 4127.949, 4136.538, 4139.487, 4139.359, 4186.795, 4900.897, 4140.897, 4142.821, 0, 0, []
1649066939.6409, 21, 0, 4132.308, 4133.077, 4134.872, 4136.538, 4133.077, 4132.051, 4130.385, 4134.872, 4138.077, 4139.231, 4193.205, 4905, 4138.974, 4142.692, 0, 0, []
1649066939.6488, 22, 0, 4133.59, 4134.615, 4137.179, 4135.385, 4132.821, 4128.974, 4125.128, 4137.179, 4138.718, 4148.077, 4195.769, 4909.872, 4137.821, 4145.641, 0, 0, []
1649066939.6567, 23, 0, 4137.308, 4135.128, 4134.359, 4135.385, 4134.744, 4130.385, 4126.41, 4135.769, 4138.59, 4147.179, 4193.718, 4904.231, 4136.41, 4146.154, 0, 0, []
1649066939.6646, 24, 0, 4140.385, 4135.769, 4128.333, 4135.385, 4134.744, 4133.59, 4136.154, 4135.897, 4136.41, 4139.231, 4188.974, 4896.923, 4137.051, 4144.487, 0, 0, []
1649066939.6724, 25, 0, 4134.103, 4133.846, 4124.744, 4135.769, 4135.256, 4135.513, 4139.615, 4136.667, 4137.692, 4141.795, 4182.692, 4894.231, 4137.179, 4141.282, 0, 0, []
